,recording,rate_mVenus,rate_pamCherry,density_mVenus,density_pamCherry
0,20190309_1,0.17283406012568492,0.102803738317757,1.4807803020238253,3.009997342898897
1,20190309_2,0.22230602659021384,0.09302325581395349,0.6100792057117358,1.7343680276662206
2,20190309_3,0.06710336838905824,0.0273972602739726,0.455228415409716,0.9212956026149014
3,20190309_4,0.21956058474071624,0.11160714285714286,1.2414116996083138,2.8168072574868845
4,20190309_5,0.2151945935389869,0.05357142857142857,0.43567877101530944,2.1554633934441627
5,20190309_6,0.17118603844692348,0.0430622009569378,0.6161779222893896,3.0676384733331976
6,20190309_7,0.03331177283139203,0.021052631578947368,0.8077941146059515,3.311955869884401
7,20190309_8,0.3035196334963886,0.1590909090909091,1.3798231571669073,3.2469881102693603
8,20190309_9,0.16511867981666278,0.09274193548387097,1.7246001703292684,3.816570791142878
9,20190309_10,0.15523998996074576,0.0702247191011236,1.2063751007267531,3.0920321812473395
10,20190309_11,0.1854791532709091,0.09011627906976744,1.7851522755100282,5.409348215979444
11,20190309_12,0.2034840869719508,0.04048582995951417,0.5253152785825161,4.996083606944355
12,20190309_13,0.176121728073996,0.03496503496503497,0.7798428360758984,4.045703994890987
13,20190309_14,0.09153014833880269,0.08823529411764706,2.5128840836622293,6.602308961580485
14,20190309_16,0.11469969108476978,0.03255813953488372,1.1762270400481782,4.199991186903739
15,20190309_17,0.16147698597149307,0.07575757575757576,1.1397257154132112,3.525770198760293
16,20190309_18,0.13084038557769523,0.04155124653739612,0.6950450823337767,3.7651372641931324
17,20190309_19,0.08354708992175912,0.04854368932038835,1.1097231272152654,2.8127331340774737
18,20190321_1,0.14876780082301613,0.09352517985611511,1.5598973386039168,3.6569577685169645
19,20190321_3,0.1590402120947562,0.0962566844919786,1.5114983197107994,3.236953022577009
20,20190321_4,0.22370187327739496,0.1440677966101695,1.2087730136467865,1.7653303724481846
21,20190321_5,0.10956648010614277,0.06,1.2685869366903848,4.90330231709542
22,20190321_6,0.18541339685511743,0.06557377049180328,0.488420966574573,1.9442911554026272
23,20190321_7,0.1959981413956232,0.09333333333333334,0.731881280872083,2.2030365828270786
24,20190321_8,0.2194821027297017,0.06896551724137931,1.039308511492315,3.3508739939493606
