,recording,rate_mVenus,rate_pamCherry,density_mVenus,density_pamCherry
0,20190227_1,0.15356250947122022,0.03125,0.2624669970910011,1.513045042054006
1,20190227_2,0.19166968836273904,0.050505050505050504,0.3748991521280775,1.6401837905603391
2,20190227_3,0.2300606829576074,0.06785714285714285,0.5671174335557897,2.3462197049525817
3,20190227_4,0.21043416751405086,0.12033195020746888,1.4696027369881373,2.668757748072208
4,20190227_5,0.18436041369163775,0.06326034063260341,0.7046015998745195,2.7639444400874873
5,20190227_6,0.28386273683686153,0.08571428571428572,0.6770840104173438,2.090496882163549
6,20190227_7,0.15771316159825538,0.04065040650406504,0.5126716014384335,2.0301795416961967
7,20190227_8,0.2418826346184048,0.09210526315789473,0.41947434830465247,1.3632916319901205
8,20190227_9,0.29672839483829466,0.10650887573964497,0.782338470916057,2.1429271159874608
9,20190227_10,0.23969537440414465,0.0893854748603352,0.9006505270092228,2.3159584980237153
10,20190307_1,0.08825673596425457,0.014705882352941176,0.6924165951412471,4.099835102810016
11,20190307_2,0.29311066748427683,0.15555555555555556,0.7509636892282908,1.8801499664620713
12,20190307_3,0.2463449600465259,0.13157894736842105,0.8103624155264226,1.9180520482603818
13,20190307_4,0.2548820631095502,0.11458333333333333,0.510094501718213,1.145475372279496
14,20190307_6,0.19079974995357174,0.05921052631578947,0.5849746317561294,1.809521527565627
15,20190307_7,0.24982345143925117,0.11885245901639344,0.77113039648915,1.922882847655637
16,20190307_8,0.2818002499302172,0.12048192771084337,0.6145215300251707,1.8561058457903117
17,20190307_9,0.08839690954968202,0.01818181818181818,0.2937216048503269,1.7365645760449153
18,20190307_10,0.1862904399721189,0.05732484076433121,0.41186811310107224,1.2240024206243132
19,20190307_11,0.19423881107489996,0.09580838323353294,0.8488320071581504,2.0971143706260187
20,20190307_12,0.18475140146311506,0.058823529411764705,0.8243642502901761,2.976870903825636
21,20190307_13,0.20773492718057673,0.11170212765957446,0.856167992278155,1.86051890629676
22,20190307_14,0.20827967246724272,0.09386281588447654,1.168148557630265,3.664399624765479
23,20190307_15,0.2065640806240885,0.14367816091954022,2.552114743976336,5.934367910169151
24,20190307_16,0.3203028265463778,0.099644128113879,0.9770636228374863,4.416931944476677
25,20190307_17,0.1832799196583151,0.08083832335329341,1.210826485273353,5.341684798291561
